Customer ID,Region Code,Forecast Year,Forecast Revenue,Method
10001,R-EAST,2026,7909.0371428571525,Linear Regression
10002,R-SOUTH,2026,15477.108928571455,Linear Regression
10003,R-WEST,2026,3341.4075000000303,Linear Regression
10004,R-EAST,2026,7667.5328571428545,Linear Regression
10005,R-NORTH,2026,7967.272500000021,Linear Regression
10006,R-WEST,2026,6807.342857142859,Linear Regression
10007,R-EAST,2026,4249.029642857116,Linear Regression
10008,R-EAST,2026,5838.671785714338,Linear Regression
10009,R-NORTH,2026,6916.354642857143,Linear Regression
10010,R-SOUTH,2026,9125.538214285742,Linear Regression
10011,R-SOUTH,2026,11286.357499999984,Linear Regression
10012,R-WEST,2026,25401.068571428536,Linear Regression
10013,R-EAST,2026,5879.656785714265,Linear Regression
10014,R-WEST,2026,4448.867857142817,Linear Regression
10015,R-SOUTH,2026,5946.6157142857555,Linear Regression
10016,R-NORTH,2026,7852.818214285711,Linear Regression
10017,R-EAST,2026,14285.409285714268,Linear Regression
10018,R-NORTH,2026,16419.730714285513,Linear Regression
10019,R-WEST,2026,7673.786785714328,Linear Regression
10020,R-EAST,2026,12622.58750000014,Linear Regression
10021,R-EAST,2026,2589.688214285765,Linear Regression
10022,R-SOUTH,2026,5128.464642857085,Linear Regression
10023,R-WEST,2026,3993.35964285722,Linear Regression
10024,R-WEST,2026,5981.145714285725,Linear Regression
10025,R-EAST,2026,3521.4135714285076,Linear Regression
10026,R-NORTH,2026,9426.16214285721,Linear Regression
10027,R-SOUTH,2026,3657.4957142856438,Linear Regression
10028,R-NORTH,2026,2704.926785714284,Linear Regression
10029,R-NORTH,2026,8324.892142857134,Linear Regression
10030,R-EAST,2026,6375.042142857099,Linear Regression
10031,R-EAST,2026,7633.46964285709,Linear Regression
10032,R-WEST,2026,27576.03392857127,Linear Regression
10033,R-SOUTH,2026,44242.62928571412,Linear Regression
10034,R-SOUTH,2026,5809.772499999963,Linear Regression
10035,R-SOUTH,2026,4463.121071428584,Linear Regression
10036,R-NORTH,2026,3177.6689285714237,Linear Regression
10037,R-NORTH,2026,13655.494999999879,Linear Regression
10038,R-SOUTH,2026,4147.310357142822,Linear Regression
10039,R-NORTH,2026,5788.788571428566,Linear Regression
10040,R-EAST,2026,7711.843571428588,Linear Regression
10041,R-SOUTH,2026,8793.733928571455,Linear Regression
10042,R-WEST,2026,10739.807500000112,Linear Regression
10043,R-EAST,2026,7503.351785714272,Linear Regression
10044,R-SOUTH,2026,5472.379642857006,Linear Regression
10045,R-WEST,2026,4691.44857142854,Linear Regression
10046,R-WEST,2026,3568.8892857142782,Linear Regression
10047,R-SOUTH,2026,6806.603928571436,Linear Regression
10048,R-NORTH,2026,6443.200357142836,Linear Regression
10049,R-EAST,2026,16369.935000000056,Linear Regression
10050,R-NORTH,2026,9365.060714285704,Linear Regression
10051,R-NORTH,2026,11714.792857142747,Linear Regression
10052,R-NORTH,2026,6385.969285714265,Linear Regression
10053,R-EAST,2026,5046.407500000001,Linear Regression
10054,R-EAST,2026,5701.276785714283,Linear Regression
10055,R-EAST,2026,4826.581785714254,Linear Regression
10056,R-EAST,2026,23519.863928571343,Linear Regression
10057,R-SOUTH,2026,4903.648214285786,Linear Regression
10058,R-EAST,2026,17417.269642857136,Linear Regression
10059,R-NORTH,2026,7810.671785714279,Linear Regression
10060,R-NORTH,2026,12617.564285714237,Linear Regression
10061,R-EAST,2026,6991.989285714226,Linear Regression
10062,R-SOUTH,2026,5107.820000000065,Linear Regression
10063,R-EAST,2026,10344.435357142822,Linear Regression
10064,R-EAST,2026,6037.301428571431,Linear Regression
10065,R-EAST,2026,10627.467857142852,Linear Regression
10066,R-EAST,2026,3493.4110714285634,Linear Regression
10067,R-EAST,2026,5587.618214285714,Linear Regression
10068,R-SOUTH,2026,4918.239642857145,Linear Regression
10069,R-NORTH,2026,5322.3957142857835,Linear Regression
10070,R-SOUTH,2026,12126.809285714058,Linear Regression
10071,R-NORTH,2026,7850.968214285676,Linear Regression
10072,R-SOUTH,2026,7065.618571428582,Linear Regression
10073,R-WEST,2026,7828.705714285723,Linear Regression
10074,R-NORTH,2026,14618.583571428571,Linear Regression
10075,R-NORTH,2026,7370.39857142861,Linear Regression
10076,R-NORTH,2026,6790.7321428571595,Linear Regression
10077,R-NORTH,2026,18056.179999999935,Linear Regression
10078,R-EAST,2026,3621.1146428571083,Linear Regression
10079,R-EAST,2026,14968.772857142858,Linear Regression
10080,R-EAST,2026,8130.576428571483,Linear Regression
10081,R-EAST,2026,5110.848214285714,Linear Regression
10082,R-SOUTH,2026,3883.8521428570966,Linear Regression
10083,R-WEST,2026,9276.500357142882,Linear Regression
10084,R-NORTH,2026,18247.734999999986,Linear Regression
10085,R-NORTH,2026,10907.405357142794,Linear Regression
10086,R-NORTH,2026,4177.174642857048,Linear Regression
10087,R-EAST,2026,18692.430357142817,Linear Regression
10088,R-SOUTH,2026,4025.268571428547,Linear Regression
10089,R-NORTH,2026,5081.748928571411,Linear Regression
10090,R-SOUTH,2026,7561.7171428571455,Linear Regression
10091,R-NORTH,2026,5863.269285714312,Linear Regression
10092,R-EAST,2026,10532.984285714308,Linear Regression
10093,R-SOUTH,2026,8348.097500000003,Linear Regression
10094,R-SOUTH,2026,13696.932857142761,Linear Regression
10095,R-SOUTH,2026,18137.37392857143,Linear Regression
10096,R-EAST,2026,9234.785357142871,Linear Regression
10097,R-SOUTH,2026,17213.303571428638,Linear Regression
10098,R-NORTH,2026,3504.122857142851,Linear Regression
10099,R-NORTH,2026,9280.466785714285,Linear Regression
10100,R-WEST,2026,4848.789642857097,Linear Regression
10101,R-WEST,2026,4220.050714285695,Linear Regression
10102,R-EAST,2026,4416.979285714333,Linear Regression
10103,R-NORTH,2026,9351.999285714235,Linear Regression
10104,R-WEST,2026,7883.523928571492,Linear Regression
10105,R-EAST,2026,4900.493214285718,Linear Regression
10106,R-EAST,2026,6447.630714285653,Linear Regression
10107,R-SOUTH,2026,8490.234642857162,Linear Regression
10108,R-NORTH,2026,8070.682857142856,Linear Regression
10109,R-NORTH,2026,19805.534642857034,Linear Regression
